CustomerID,Recency,Frequency,Monetary,AvgOrderValue,CustomerLifetimeDays,PurchaseFrequencyMonthly,AvgQuantityPerOrder,UniqueProducts,ReturnRate,Target
12901,33,11,369.0,33.54545454545455,137,1.976047904191617,34.0,19,0.2692307692307692,1
12902,164,1,138.68,138.68,0,1.0,66.0,10,0.0,0
12904,72,1,213.94,213.94,0,1.0,124.0,31,0.0,1
12909,101,3,903.69,301.23,51,1.1111111111111112,178.33333333333334,50,0.4,1
12910,34,3,337.84000000000003,112.61333333333334,107,0.6569343065693432,89.33333333333333,15,0.0,1
12913,182,3,142.67000000000002,47.55666666666667,85,0.7826086956521738,19.0,6,0.0,1
12915,48,2,363.65,181.825,223,0.23715415019762845,46.5,19,0.0,0
12916,38,4,1656.9,414.225,181,0.5687203791469195,165.5,47,0.2,0
12919,16,3,267.25,89.08333333333333,53,1.0843373493975903,46.333333333333336,11,0.25,1
12921,30,22,6605.07,300.2304545454545,242,2.4264705882352944,196.3181818181818,165,0.3333333333333333,1
12922,61,1,377.3,377.3,0,1.0,298.0,26,0.0,0
12924,98,3,82.75,27.583333333333332,129,0.5660377358490566,11.0,6,0.25,1
12928,48,3,946.54,315.5133333333333,211,0.3734439834024896,200.66666666666666,39,0.0,1
12929,211,1,117.85,117.85,0,1.0,37.0,8,0.5,0
12930,71,1,221.56,221.56,0,1.0,108.0,14,0.6666666666666666,1
12931,257,1,33.0,33.0,0,1.0,20.0,1,0.21428571428571427,1
12933,71,2,258.03,129.015,112,0.4225352112676056,52.0,44,0.3333333333333333,1
12935,9,4,1410.58,352.645,209,0.502092050209205,274.0,54,0.2,1
12937,97,2,346.63,173.315,69,0.6060606060606061,118.0,26,0.0,1
12942,31,3,683.9,227.96666666666667,234,0.34090909090909094,67.66666666666667,68,0.0,0
12944,254,1,247.15,247.15,0,1.0,141.0,13,0.0,1
12945,188,1,404.95,404.95,0,1.0,125.0,22,0.0,0
12947,43,5,1286.19,257.238,229,0.5791505791505791,191.8,77,0.45454545454545453,0
12948,5,4,1306.72,326.68,159,0.6349206349206349,165.25,61,0.2,1
12949,14,7,3066.69,438.09857142857146,138,1.25,260.14285714285717,139,0.2222222222222222,1
12951,73,5,751.78,150.356,157,0.8021390374331551,66.2,39,0.2857142857142857,1
12955,43,5,1015.66,203.132,124,0.9740259740259739,148.8,38,0.375,1
12956,206,1,108.07,108.07,0,1.0,34.0,19,0.0,0
12957,86,4,1584.07,396.0175,153,0.6557377049180327,286.5,93,0.3333333333333333,1
12962,13,1,170.54,170.54,0,1.0,78.0,11,0.0,1
12963,265,1,315.4,315.4,0,1.0,148.0,15,0.5,1
12967,271,1,81.7,81.7,0,1.0,38.0,4,0.3333333333333333,0
12968,12,1,74.75,74.75,0,1.0,49.0,4,0.0,0
12970,222,2,23.8,11.9,0,2.0,4.0,8,0.0,1
12971,7,52,2451.51,47.14442307692308,264,5.3061224489795915,31.01923076923077,65,0.046875,1
12974,97,1,144.8,144.8,0,1.0,24.0,8,0.0,0
12976,111,1,303.6,303.6,0,1.0,261.0,19,0.0,0
12977,56,1,39.239999999999995,39.239999999999995,0,1.0,12.0,9,0.0,0
12981,33,1,187.18,187.18,0,1.0,134.0,11,0.0,1
12982,142,1,376.5,376.5,0,1.0,252.0,27,0.5,0
12987,97,1,254.35000000000002,254.35000000000002,0,1.0,107.0,13,0.5,1
12988,192,1,535.32,535.32,0,1.0,136.0,75,0.0,0
12989,100,2,52.5,26.25,98,0.46875,11.0,3,0.2,1
12990,210,1,39.0,39.0,0,1.0,20.0,2,0.0,1
12991,12,1,261.06,261.06,0,1.0,311.0,21,0.0,1
12993,20,3,372.4,124.13333333333333,177,0.43478260869565216,68.0,23,0.0,1
12994,20,2,645.47,322.735,148,0.33707865168539325,151.5,38,0.5,1
12997,136,2,479.27000000000004,239.63500000000002,80,0.5454545454545454,130.0,29,0.5,1
12999,105,2,324.78,162.39,40,0.8571428571428571,126.0,23,0.0,0
13000,159,2,439.81,219.905,104,0.44776119402985076,129.5,28,0.0,0
13001,58,11,4317.49,392.4990909090909,168,1.6666666666666665,221.8181818181818,144,0.15384615384615385,1
13002,218,1,120.95,120.95,0,1.0,73.0,7,0.0,0
13003,51,2,89.05000000000001,44.525000000000006,63,0.6451612903225807,27.5,4,0.0,0
13004,14,12,3693.4900000000002,307.79083333333335,243,1.3186813186813189,252.25,189,0.2,1
13005,73,2,438.7,219.35,72,0.5882352941176471,83.0,20,0.3333333333333333,0
13008,223,1,229.47,229.47,0,1.0,175.0,14,0.5,0
13011,272,1,50.550000000000004,50.550000000000004,0,1.0,13.0,3,0.0,0
13012,48,4,868.47,217.1175,146,0.6818181818181819,109.75,39,0.3333333333333333,1
13013,7,8,2620.55,327.56875,263,0.8191126279863481,179.75,118,0.2,1
13014,13,5,903.9300000000001,180.786,167,0.7614213197969543,80.6,45,0.4444444444444444,1
13015,97,4,1468.04,367.01,52,1.4634146341463414,176.0,79,0.0,1
13016,23,1,425.25,425.25,0,1.0,315.0,28,0.0,1
13018,22,17,4526.89,266.28764705882355,173,2.5123152709359604,194.11764705882354,223,0.05555555555555555,1
13021,66,4,847.72,211.93,192,0.5405405405405406,85.0,43,0.42857142857142855,1
13023,29,1,277.36,277.36,0,1.0,120.0,18,0.0,1
13026,175,1,63.48,63.48,0,1.0,84.0,4,0.0,1
13029,38,1,91.3,91.3,0,1.0,50.0,5,0.0,1
13030,268,1,382.89,382.89,0,1.0,201.0,49,0.0,1
13033,257,1,190.55,190.55,0,1.0,83.0,11,0.0,0
13034,269,1,165.86,165.86,0,1.0,116.0,11,0.0,1
13035,160,1,204.60000000000002,204.60000000000002,0,1.0,124.0,10,0.0,1
13037,38,3,713.27,237.75666666666666,118,0.6081081081081081,123.66666666666667,40,0.0,0
13038,83,2,331.66,165.83,106,0.4411764705882353,107.0,19,0.0,1
13043,173,1,162.70000000000002,162.70000000000002,0,1.0,42.0,7,0.5,0
13044,191,1,458.47,458.47,0,1.0,421.0,31,0.0,0
13046,166,1,197.72,197.72,0,1.0,76.0,14,0.0,1
13047,27,8,2459.43,307.42875,246,0.8695652173913043,137.75,82,0.42857142857142855,1
13048,13,3,1295.95,431.98333333333335,213,0.37037037037037035,309.0,69,0.25,1
13049,218,1,116.58000000000001,116.58000000000001,0,1.0,70.0,6,0.0,1
13050,6,13,4122.38,317.10615384615386,260,1.3448275862068966,175.0,205,0.4090909090909091,1
13052,112,1,227.20000000000002,227.20000000000002,0,1.0,109.0,14,0.0,0
13055,113,1,344.86,344.86,0,1.0,252.0,22,0.0,1
13058,51,1,47.550000000000004,47.550000000000004,0,1.0,9.0,3,0.0,1
13059,149,1,94.15,94.15,0,1.0,28.0,7,0.0,0
13060,153,1,246.33,246.33,0,1.0,99.0,14,0.0,0
13062,91,1,133.5,133.5,0,1.0,39.0,8,0.0,0
13064,52,2,496.87,248.435,174,0.29411764705882354,88.5,28,0.0,1
13065,273,1,205.86,205.86,0,1.0,74.0,14,0.0,0
13069,19,19,2499.94,131.5757894736842,250,2.0357142857142856,117.05263157894737,217,0.09523809523809523,1
13070,92,1,145.6,145.6,0,1.0,70.0,7,0.0,0
13072,167,1,177.15,177.15,0,1.0,69.0,7,0.0,0
13075,29,1,226.61,226.61,0,1.0,139.0,10,0.0,0
13077,190,3,397.38,132.46,76,0.8490566037735849,115.0,56,0.0,1
13078,6,15,3300.25,220.01666666666668,260,1.5517241379310345,96.4,64,0.4444444444444444,1
13079,40,1,23.8,23.8,0,1.0,4.0,1,0.0,1
13080,79,1,58.08,58.08,0,1.0,120.0,6,0.0,0
13081,43,8,10747.06,1343.3825,227,0.933852140077821,1035.625,380,0.38461538461538464,1
13082,26,9,970.95,107.88333333333334,212,1.115702479338843,58.666666666666664,47,0.1,0
13085,57,2,315.28000000000003,157.64000000000001,137,0.3592814371257485,60.0,15,0.3333333333333333,0
13089,0,54,19140.53,354.45425925925923,267,5.454545454545455,248.57407407407408,453,0.2159090909090909,1
13090,36,7,846.96,120.99428571428572,236,0.7894736842105263,71.85714285714286,45,0.25,1
13092,111,4,399.95,99.9875,147,0.6779661016949152,22.75,15,0.2,1
13093,175,8,1351.97,168.99625,97,1.889763779527559,144.75,52,0.38461538461538464,0
13097,22,8,3718.94,464.8675,237,0.898876404494382,201.25,178,0.2727272727272727,1
13098,13,16,3310.73,206.920625,203,2.060085836909871,187.5625,70,0.34615384615384615,1
13101,134,1,75.45,75.45,0,1.0,47.0,7,0.0,0
13102,33,19,3788.28,199.38315789473685,231,2.1839080459770117,140.89473684210526,108,0.13636363636363635,1
13104,167,1,30.6,30.6,0,1.0,12.0,1,0.0,1
13107,75,2,513.0,256.5,157,0.32085561497326204,226.0,27,0.3333333333333333,1
13108,272,1,95.3,95.3,0,1.0,82.0,5,0.0,0
13109,57,1,369.85,369.85,0,1.0,260.0,24,0.5,1
13110,37,5,994.5400000000001,198.90800000000002,174,0.7352941176470588,53.6,79,0.16666666666666666,1
13113,13,20,1469.27,73.4635,252,2.127659574468085,38.4,82,0.4117647058823529,1
13115,84,1,815.2,815.2,0,1.0,584.0,53,0.875,1
13116,38,1,501.14,501.14,0,1.0,291.0,30,0.5,0
13117,21,7,841.77,120.25285714285714,250,0.75,100.42857142857143,57,0.0,1
13118,108,3,513.32,171.10666666666668,80,0.8181818181818181,72.0,36,0.25,1
13120,138,1,30.6,30.6,0,1.0,12.0,1,0.0,0
13121,169,1,268.61,268.61,0,1.0,216.0,49,0.5,0
13122,140,1,884.95,884.95,0,1.0,489.0,53,0.0,0
13124,152,2,1997.51,998.755,106,0.4411764705882353,569.0,119,0.0,1
13126,153,5,899.82,179.964,113,1.048951048951049,154.8,54,0.16666666666666666,1
13131,87,1,205.5,205.5,0,1.0,116.0,13,0.0,1
13132,161,1,32.3,32.3,0,1.0,8.0,2,0.0,0
13133,173,2,109.8,54.9,30,1.0,16.0,7,0.0,0
13134,83,3,781.0400000000001,260.3466666666667,56,1.0465116279069768,106.66666666666667,40,0.4,1
13136,42,3,1136.08,378.6933333333333,69,0.9090909090909092,221.66666666666666,54,0.5,1
13137,3,4,1420.25,355.0625,205,0.5106382978723404,219.5,211,0.0,1
13138,33,3,489.45,163.15,238,0.33582089552238803,81.0,22,0.0,1
13139,9,2,723.94,361.97,105,0.4444444444444445,117.0,29,0.0,1
13140,8,3,423.72,141.24,258,0.3125,62.0,40,0.0,0
13141,114,4,1347.93,336.9825,101,0.916030534351145,231.0,76,0.2,1
13144,232,1,47.2,47.2,0,1.0,16.0,2,0.0,0
13148,33,10,2604.39,260.43899999999996,230,1.153846153846154,124.0,169,0.3333333333333333,1
13149,6,3,982.02,327.34,182,0.42452830188679247,210.66666666666666,56,0.0,1
13151,195,1,1227.27,1227.27,0,1.0,327.0,72,0.5,0
13155,226,2,569.2,284.6,41,0.8450704225352113,131.0,55,0.0,1
13157,41,3,706.04,235.34666666666666,157,0.4812834224598931,174.66666666666666,27,0.25,1
13158,19,3,860.61,286.87,198,0.39473684210526316,161.0,46,0.0,1
13159,6,2,751.33,375.665,9,1.5384615384615383,269.0,72,0.3333333333333333,1
13161,213,1,112.75,112.75,0,1.0,29.0,8,0.0,0
13162,22,4,928.95,232.2375,212,0.49586776859504134,246.75,56,0.2,0
13165,251,1,83.52,83.52,0,1.0,120.0,7,0.0,1
13166,183,1,417.2,417.2,0,1.0,216.0,39,0.5,0
13167,30,2,317.35,158.675,12,1.4285714285714284,78.5,30,0.0,1
13168,99,3,866.46,288.82,119,0.6040268456375839,173.66666666666666,93,0.25,1
13169,152,1,56.4,56.4,0,1.0,48.0,3,0.0,1
13171,199,1,140.35,140.35,0,1.0,53.0,23,0.0,1
13173,267,1,165.94,165.94,0,1.0,114.0,23,0.0,1
13174,216,2,1932.05,966.025,52,0.7317073170731707,432.0,173,0.0,1
13178,33,8,3525.13,440.64125,227,0.933852140077821,257.625,80,0.0,1
13183,1,6,762.5,127.08333333333333,233,0.6844106463878328,93.33333333333333,43,0.0,1
13184,30,9,1236.66,137.40666666666667,159,1.4285714285714284,125.44444444444444,120,0.18181818181818182,1
13186,28,1,940.6400000000001,940.6400000000001,0,1.0,354.0,50,0.6666666666666666,1
13187,237,1,236.02,236.02,0,1.0,95.0,37,0.0,0
13189,15,1,74.64,74.64,0,1.0,264.0,13,0.0,1
13192,105,1,464.32,464.32,0,1.0,298.0,33,0.0,1
13194,35,1,60.7,60.7,0,1.0,26.0,3,0.0,0
13196,162,1,472.18,472.18,0,1.0,319.0,33,0.0,1
13198,20,5,2868.79,573.758,241,0.5535055350553506,427.2,176,0.16666666666666666,1
13199,7,10,380.66,38.066,250,1.0714285714285714,33.0,14,0.045454545454545456,1
13200,26,1,197.1,197.1,0,1.0,159.0,12,0.0,1
13203,20,2,269.91,134.955,121,0.3973509933774834,136.5,19,0.0,1
13207,50,1,126.12000000000002,126.12000000000002,0,1.0,60.0,4,0.0,1
13208,55,4,835.07,208.7675,153,0.6557377049180327,143.25,97,0.0,1
13209,28,5,3192.39,638.478,233,0.5703422053231939,508.8,181,0.375,1
13211,261,1,8.7,8.7,0,1.0,6.0,1,0.0,1
13213,28,4,744.08,186.02,71,1.188118811881188,94.5,43,0.2,1
13216,167,1,10.5,10.5,0,1.0,5.0,1,0.0,0
13218,27,1,56.76,56.76,0,1.0,60.0,4,0.0,0
13220,119,1,91.04,91.04,0,1.0,51.0,10,0.0,1
13221,140,2,749.76,374.88,119,0.40268456375838924,114.5,60,0.0,0
13223,100,1,62.4,62.4,0,1.0,40.0,4,0.0,0
13224,51,1,443.4,443.4,0,1.0,255.0,32,0.0,1
13226,173,1,108.21000000000001,108.21000000000001,0,1.0,80.0,16,0.0,0
13227,101,1,90.0,90.0,0,1.0,45.0,6,0.0,0
13229,125,1,160.95,160.95,0,1.0,63.0,10,0.0,0
13230,38,12,1965.85,163.82083333333333,226,1.40625,98.25,299,0.07692307692307693,1
13232,80,4,812.21,203.0525,62,1.3043478260869565,94.25,103,0.0,1
13233,236,1,213.04,213.04,0,1.0,200.0,12,0.0,1
13235,112,1,785.67,785.67,0,1.0,375.0,49,0.5,0
13236,6,1,398.67,398.67,0,1.0,144.0,20,0.0,1
13238,63,2,318.85,159.425,196,0.2654867256637168,68.5,14,0.0,1
13239,161,1,247.57,247.57,0,1.0,222.0,18,0.0,0
13240,73,3,553.61,184.53666666666666,192,0.40540540540540543,80.33333333333333,47,0.0,1
13242,12,3,270.40000000000003,90.13333333333334,101,0.6870229007633588,43.333333333333336,12,0.0,0
13243,103,1,600.07,600.07,0,1.0,233.0,56,0.0,0
13246,76,4,724.35,181.0875,153,0.6557377049180327,139.25,86,0.0,1
13248,24,2,446.96,223.48,64,0.6382978723404256,128.5,24,0.0,0
13253,56,2,278.15999999999997,139.07999999999998,182,0.2830188679245283,148.0,19,0.0,0
13255,273,1,56.1,56.1,0,1.0,30.0,3,0.0,1
13258,105,1,224.62,224.62,0,1.0,82.0,12,0.0,1
13262,163,1,149.29,149.29,0,1.0,119.0,10,0.0,0
13263,8,23,4705.44,204.58434782608694,217,2.7935222672064777,115.21739130434783,356,0.0,1
13265,83,3,865.1700000000001,288.39000000000004,89,0.7563025210084033,229.0,41,0.0,1
13266,12,8,1385.31,173.16375,143,1.3872832369942196,156.375,42,0.38461538461538464,1
13267,10,14,2142.64,153.04571428571427,256,1.4685314685314685,73.28571428571429,60,0.3,1
13268,69,6,1911.51,318.585,97,1.4173228346456692,330.0,198,0.3333333333333333,1
13269,9,8,2519.49,314.93625,260,0.8275862068965517,202.375,128,0.1111111111111111,1
13273,13,1,128.54,128.54,0,1.0,117.0,15,0.0,0
13277,16,2,76.4,38.2,17,1.2765957446808511,28.0,3,0.0,1
13280,22,3,807.3,269.09999999999997,214,0.3688524590163934,162.0,66,0.0,0
13282,62,2,211.5,105.75,58,0.6818181818181819,26.0,12,0.3333333333333333,1
13283,85,1,25.5,25.5,0,1.0,30.0,2,0.0,1
13284,230,1,201.19,201.19,0,1.0,91.0,13,0.5,0
13285,61,3,1970.1,656.6999999999999,128,0.569620253164557,484.6666666666667,122,0.0,1
13291,55,1,361.11,361.11,0,1.0,233.0,41,0.0,0
13292,184,1,249.57,249.57,0,1.0,133.0,14,0.0,1
13294,89,2,873.74,436.87,59,0.6741573033707865,226.5,48,0.0,0
13295,259,1,201.20000000000002,201.20000000000002,0,1.0,82.0,10,0.5,0
13296,37,1,87.4,87.4,0,1.0,78.0,5,0.0,0
13299,168,1,82.80000000000001,82.80000000000001,0,1.0,24.0,4,0.0,0
13300,69,1,371.89,371.89,0,1.0,203.0,20,0.5,0
13301,3,4,587.49,146.8725,188,0.5504587155963303,77.25,75,0.0,0
13304,251,1,275.7,275.7,0,1.0,154.0,19,0.0,0
13305,15,6,633.35,105.55833333333334,257,0.6271777003484321,53.5,24,0.0,1
13307,20,1,15.0,15.0,0,1.0,4.0,1,0.0,0
13308,103,1,380.87,380.87,0,1.0,151.0,21,0.5,1
13309,106,2,540.34,270.17,102,0.4545454545454546,293.0,42,0.0,1
13310,106,2,817.65,408.825,117,0.40816326530612246,197.5,50,0.5,1
13311,50,1,268.75,268.75,0,1.0,135.0,20,0.0,1
13313,41,3,814.34,271.44666666666666,198,0.39473684210526316,138.33333333333334,32,0.0,1
13316,31,1,98.1,98.1,0,1.0,105.0,22,0.3333333333333333,1
13317,98,5,1156.93,231.38600000000002,160,0.7894736842105263,94.6,55,0.2857142857142857,1
13319,13,18,5719.88,317.7711111111111,252,1.9148936170212765,146.88888888888889,151,0.28,1
13320,6,3,981.15,327.05,107,0.6569343065693432,262.3333333333333,59,0.25,1
13324,142,1,25.2,25.2,0,1.0,12.0,2,0.125,1
13327,12,7,1050.5,150.07142857142858,252,0.7446808510638299,83.57142857142857,48,0.125,1
13328,216,1,175.68,175.68,0,1.0,136.0,7,0.0,0
13329,266,1,53.7,53.7,0,1.0,73.0,3,0.6666666666666666,1
13330,85,2,527.1,263.55,130,0.375,138.0,19,0.0,1
13334,90,2,2599.2400000000002,1299.6200000000001,114,0.41666666666666663,656.0,175,0.0,1
13338,57,1,215.62,215.62,0,1.0,155.0,15,0.6666666666666666,0
13339,100,1,860.12,860.12,0,1.0,326.0,54,0.0,0
13340,34,4,547.9300000000001,136.98250000000002,142,0.6976744186046512,79.75,24,0.0,1
13341,160,1,688.25,688.25,0,1.0,293.0,41,0.0,0
13343,77,1,303.43,303.43,0,1.0,134.0,18,0.5,0
13344,177,1,1134.75,1134.75,0,1.0,585.0,64,0.0,1
13345,187,1,339.5,339.5,0,1.0,140.0,19,0.5,0
13355,22,1,531.9,531.9,0,1.0,254.0,30,0.0,0
13357,157,1,569.15,569.15,0,1.0,274.0,84,0.0,0
13358,168,1,370.31,370.31,0,1.0,236.0,27,0.0,0
13362,146,2,1540.73,770.365,41,0.8450704225352113,339.5,91,0.0,1
13365,117,1,609.8,609.8,0,1.0,396.0,37,0.0,1
13368,156,2,464.08000000000004,232.04000000000002,80,0.5454545454545454,133.0,25,0.0,0
13369,265,1,218.28,218.28,0,1.0,116.0,12,0.5,0
13370,271,1,701.15,701.15,0,1.0,291.0,37,0.5,0
13373,58,2,1742.08,871.04,117,0.40816326530612246,420.0,89,0.0,1
13376,103,2,670.0,335.0,30,1.0,177.0,33,0.0,1
13379,36,1,136.29,136.29,0,1.0,166.0,13,0.0,1
13381,13,4,2129.53,532.3825,185,0.5581395348837209,281.75,61,0.0,1
13382,180,1,222.99,222.99,0,1.0,131.0,15,0.0,0
13384,28,2,1189.8,594.9,49,0.7594936708860759,367.0,61,0.5,1
13385,229,1,484.67,484.67,0,1.0,279.0,34,0.0,0
13388,31,2,574.05,287.025,0,2.0,131.5,33,0.3333333333333333,0
13389,132,1,257.89,257.89,0,1.0,115.0,18,0.0,1
13394,15,5,1173.8500000000001,234.77000000000004,193,0.6726457399103138,226.2,71,0.0,1
13395,85,1,299.08,299.08,0,1.0,228.0,20,0.0,0
13396,219,1,327.87,327.87,0,1.0,127.0,14,0.5,1
13397,83,3,361.6,120.53333333333335,156,0.4838709677419355,54.333333333333336,15,0.2,1
13398,92,1,443.42,443.42,0,1.0,233.0,25,0.0,0
13402,27,2,517.73,258.865,244,0.218978102189781,218.5,31,0.0,0
13404,112,1,154.06,154.06,0,1.0,74.0,8,0.0,1
13405,104,2,517.65,258.825,113,0.4195804195804196,79.5,23,0.0,1
13408,6,28,2387.32,85.26142857142858,267,2.8282828282828283,61.142857142857146,63,0.24528301886792453,1
13410,163,2,106.64,53.32,28,1.0344827586206897,38.0,7,0.25,1
13411,7,1,213.55,213.55,0,1.0,72.0,17,0.0,0
13414,33,2,392.58,196.29,23,1.1320754716981132,139.0,18,0.0,0
13417,105,1,236.0,236.0,0,1.0,72.0,10,0.0,1
13418,24,14,2549.63,182.11642857142857,248,1.5107913669064748,143.14285714285714,155,0.17647058823529413,1
13420,49,2,121.6,60.8,20,1.2,49.0,7,0.5,0
13421,190,1,704.44,704.44,0,1.0,379.0,61,0.5,1
13425,8,3,1118.05,372.68333333333334,186,0.41666666666666663,243.66666666666666,58,0.0,0
13426,82,5,784.6800000000001,156.936,176,0.7281553398058253,192.2,52,0.0,1
13427,20,2,287.02,143.51,94,0.4838709677419355,141.5,15,0.0,1
13435,10,3,245.83,81.94333333333334,78,0.8333333333333333,45.0,22,0.0,1
13437,29,3,1893.65,631.2166666666667,60,1.0,210.66666666666666,102,0.0,1
13439,155,1,273.27,273.27,0,1.0,206.0,53,0.0,0
13448,118,4,1136.16,284.04,155,0.6486486486486487,163.0,60,0.42857142857142855,1
13450,24,4,526.5,131.625,93,0.9756097560975611,97.5,12,0.0,1
13451,26,4,2332.79,583.1975,208,0.5042016806722689,424.0,283,0.2,1
13453,65,2,277.58,138.79,123,0.39215686274509803,53.0,15,0.0,0
13455,266,1,528.44,528.44,0,1.0,176.0,27,0.6666666666666666,1
13456,55,3,273.46,91.15333333333332,51,1.1111111111111112,44.333333333333336,17,0.25,1
13458,35,9,4254.33,472.7033333333333,223,1.0671936758893281,329.1111111111111,174,0.4,1
13461,38,1,19.8,19.8,0,1.0,12.0,1,0.0,1
13462,152,1,151.5,151.5,0,1.0,62.0,9,0.5,0
13466,84,1,243.10000000000002,243.10000000000002,0,1.0,125.0,14,0.5,0
13468,7,27,3526.54,130.6125925925926,265,2.7457627118644066,53.03703703703704,145,0.06896551724137931,1
13470,15,1,115.5,115.5,0,1.0,70.0,7,0.0,1
13473,232,1,191.38,191.38,0,1.0,146.0,10,0.5,1
13474,136,1,229.59,229.59,0,1.0,132.0,59,0.0,0
13475,91,4,1355.46,338.865,107,0.875912408759124,235.0,64,0.0,0
13476,78,2,947.67,473.835,102,0.4545454545454546,183.5,53,0.5,0
13477,38,4,713.52,178.38,153,0.6557377049180327,118.25,34,0.3333333333333333,1
13479,100,2,261.35,130.675,33,0.9523809523809523,55.0,13,0.3333333333333333,0
13481,8,4,1320.53,330.1325,148,0.6741573033707865,203.25,73,0.3333333333333333,1
13482,132,1,184.64000000000001,184.64000000000001,0,1.0,116.0,11,0.0,0
13484,141,1,111.3,111.3,0,1.0,14.0,5,0.0,0
13485,133,1,320.44,320.44,0,1.0,193.0,20,0.0,0
13486,28,2,772.45,386.225,26,1.0714285714285714,234.5,50,0.0,1
13487,113,2,408.8,204.4,140,0.3529411764705882,106.5,21,0.0,1
13488,20,9,4818.33,535.37,246,0.9782608695652174,273.8888888888889,214,0.3076923076923077,1
13489,57,2,128.64000000000001,64.32000000000001,137,0.3592814371257485,52.0,10,0.0,0
13491,47,9,1062.17,118.0188888888889,224,1.0629921259842519,80.88888888888889,64,0.0,1
13494,211,1,296.1,296.1,0,1.0,114.0,17,0.0,0
13495,132,3,432.28000000000003,144.09333333333333,136,0.5421686746987951,92.0,15,0.25,1
13496,259,1,379.21,379.21,0,1.0,201.0,24,0.5,1
13497,182,2,348.05,174.025,85,0.5217391304347826,81.5,19,0.3333333333333333,0
13499,125,2,403.47,201.735,44,0.8108108108108109,98.5,16,0.3333333333333333,1
13500,22,1,326.40000000000003,326.40000000000003,0,1.0,128.0,20,0.0,1
13502,174,2,129.76,64.88,48,0.7692307692307692,49.0,8,0.0,1
13506,216,2,421.2,210.6,53,0.7228915662650602,120.0,24,0.3333333333333333,0
13507,7,2,1622.55,811.275,38,0.8823529411764706,496.0,106,0.0,1
13508,143,1,110.97,110.97,0,1.0,24.0,12,0.0,0
13509,0,4,479.18,119.795,184,0.5607476635514018,115.75,21,0.0,1
13510,83,1,544.52,544.52,0,1.0,373.0,37,0.5,1
13512,160,1,251.21,251.21,0,1.0,143.0,15,0.0,0
